,X0.720760233918129,X0.66812865497076,X0.676900584795322,X0.723684210526316,X0.722222222222222,X0.703216374269006,X0.704678362573099,X0.659356725146199,X0.698830409356725
1,0.720760233918129,0.66812865497076,0.676900584795322,0.7236842105263158,0.7222222222222221,0.703216374269006,0.7046783625730991,0.6593567251461989,0.6988304093567249
