,X0.786549707602339,X0.726608187134503,X0.747076023391813,X0.820175438596491,X0.801169590643275,X0.776315789473684,X0.776315789473684.1,X0.736842105263158,X0.774853801169591
1,0.7865497076023391,0.7266081871345029,0.747076023391813,0.8201754385964909,0.8011695906432751,0.7763157894736842,0.7763157894736842,0.736842105263158,0.7748538011695909
