,X0.535820895522388,X0.585074626865672,X0.544776119402985,X0.588059701492537,X0.588059701492537.1,X0.601492537313433,X0.641791044776119,X0.617910447761194,X0.62089552238806
1,0.5358208955223879,0.585074626865672,0.544776119402985,0.588059701492537,0.588059701492537,0.601492537313433,0.641791044776119,0.617910447761194,0.6208955223880601
