,X0.848930481283422,X0.867647058823529,X0.815508021390374,X0.832887700534759,X0.846256684491979,X0.815508021390374.1,X0.8475935828877,X0.848930481283422.1,X0.844919786096257
1,0.848930481283422,0.867647058823529,0.815508021390374,0.832887700534759,0.846256684491979,0.815508021390374,0.8475935828876999,0.848930481283422,0.8449197860962572
