,X0.839572192513369,X0.851604278074866,X0.816844919786096,X0.824866310160428,X0.839572192513369.1,X0.811497326203209,X0.832887700534759,X0.846256684491979,X0.82620320855615
1,0.839572192513369,0.8516042780748659,0.816844919786096,0.824866310160428,0.839572192513369,0.8114973262032091,0.832887700534759,0.846256684491979,0.82620320855615
