,X0.840909090909091,X0.851604278074866,X0.822192513368984,X0.822192513368984.1,X0.843582887700535,X0.820855614973262,X0.828877005347594,X0.836898395721925,X0.838235294117647
1,0.8409090909090909,0.8516042780748659,0.822192513368984,0.822192513368984,0.843582887700535,0.8208556149732621,0.8288770053475941,0.836898395721925,0.838235294117647
