,X0.82016348773842,X0.811989100817439,X0.829700272479564,X0.799727520435967,X0.786103542234332,X0.801089918256131,X0.806539509536785,X0.799727520435967.1,X0.82016348773842.1
1,0.8201634877384201,0.8119891008174391,0.8297002724795641,0.799727520435967,0.786103542234332,0.801089918256131,0.806539509536785,0.799727520435967,0.8201634877384201
