,X0.807901907356948,X0.821525885558583,X0.82016348773842,X0.79700272479564,X0.786103542234332,X0.787465940054496,X0.802452316076294,X0.802452316076294.1,X0.821525885558583.1
1,0.807901907356948,0.821525885558583,0.8201634877384201,0.7970027247956399,0.786103542234332,0.7874659400544959,0.8024523160762941,0.8024523160762941,0.821525885558583
