,X0.677248677248677,X0.683862433862434,X0.677248677248677.1,X0.654761904761905,X0.588624338624339,X0.649470899470899,X0.673280423280423,X0.682539682539683,X0.653439153439153
1,0.677248677248677,0.6838624338624341,0.677248677248677,0.654761904761905,0.5886243386243389,0.649470899470899,0.673280423280423,0.682539682539683,0.6534391534391529
