,X0.932624113475177,X0.929078014184397,X0.929078014184397.1,X0.921985815602837,X0.936170212765957,X0.943262411347518,X0.946808510638298,X0.918439716312057,X0.968085106382979
1,0.932624113475177,0.9290780141843971,0.9290780141843971,0.9219858156028371,0.936170212765957,0.943262411347518,0.946808510638298,0.9184397163120571,0.968085106382979
