,X0.868794326241135,X0.875886524822695,X0.861702127659574,X0.840425531914894,X0.861702127659574.1,X0.872340425531915,X0.882978723404255,X0.829787234042553,X0.875886524822695.1
1,0.868794326241135,0.8758865248226949,0.8617021276595741,0.840425531914894,0.8617021276595741,0.8723404255319149,0.8829787234042551,0.8297872340425531,0.8758865248226949
