,X0.865248226950355,X0.865248226950355.1,X0.854609929078014,X0.843971631205674,X0.858156028368794,X0.890070921985816,X0.886524822695035,X0.815602836879433,X0.847517730496454
1,0.865248226950355,0.865248226950355,0.854609929078014,0.8439716312056741,0.858156028368794,0.8900709219858159,0.8865248226950351,0.8156028368794329,0.8475177304964541
