,X0.784210526315789,X0.736842105263158,X0.797368421052632,X0.83421052631579,X0.773684210526316,X0.773684210526316.1,X0.768421052631579,X0.805263157894737,X0.778947368421053
1,0.784210526315789,0.736842105263158,0.7973684210526321,0.83421052631579,0.7736842105263159,0.7736842105263159,0.768421052631579,0.8052631578947371,0.7789473684210529
