,X0.75,X0.702631578947368,X0.776315789473684,X0.852631578947368,X0.797368421052632,X0.765789473684211,X0.778947368421053,X0.781578947368421,X0.747368421052632
1,0.75,0.7026315789473679,0.7763157894736842,0.852631578947368,0.7973684210526321,0.7657894736842109,0.7789473684210529,0.7815789473684209,0.747368421052632
