,X0.752631578947368,X0.728947368421053,X0.786842105263158,X0.828947368421053,X0.773684210526316,X0.784210526315789,X0.776315789473684,X0.786842105263158.1,X0.747368421052632
1,0.752631578947368,0.728947368421053,0.7868421052631579,0.828947368421053,0.7736842105263159,0.784210526315789,0.7763157894736842,0.7868421052631579,0.747368421052632
