,0
0,0.9973684210526316
1,0.9894736842105264
2,0.9921052631578948
3,0.9894736842105264
4,0.9973684210526316
5,0.9894736842105264
6,0.9894736842105264
7,0.9842105263157894
8,0.9921052631578948
