,X0.56267029972752,X0.587193460490463,X0.568119891008174,X0.538147138964578,X0.565395095367847,X0.569482288828338,X0.573569482288828,X0.564032697547684,X0.569482288828338.1
1,0.56267029972752,0.587193460490463,0.568119891008174,0.5381471389645779,0.565395095367847,0.569482288828338,0.573569482288828,0.5640326975476839,0.569482288828338
