,X0.632352941176471,X0.640374331550802,X0.617647058823529,X0.631016042780749,X0.63903743315508,X0.609625668449198,X0.609625668449198.1,X0.636363636363636,X0.632352941176471.1
1,0.632352941176471,0.640374331550802,0.617647058823529,0.6310160427807491,0.6390374331550799,0.609625668449198,0.609625668449198,0.6363636363636359,0.632352941176471
