,X0.625668449197861,X0.628342245989305,X0.602941176470588,X0.613636363636364,X0.628342245989305.1,X0.598930481283422,X0.602941176470588.1,X0.614973262032086,X0.618983957219251
1,0.6256684491978609,0.6283422459893051,0.602941176470588,0.6136363636363641,0.6283422459893051,0.598930481283422,0.602941176470588,0.614973262032086,0.6189839572192509
