,X0.625668449197861,X0.625668449197861.1,X0.602941176470588,X0.621657754010695,X0.635026737967914,X0.590909090909091,X0.608288770053476,X0.614973262032086,X0.633689839572192
1,0.6256684491978609,0.6256684491978609,0.602941176470588,0.6216577540106949,0.635026737967914,0.590909090909091,0.6082887700534761,0.614973262032086,0.6336898395721919
