,X0.992822966507177,X0.983253588516746,X0.980861244019139,X0.988038277511962,X0.988038277511962.1,X0.988038277511962.2,X0.988038277511962.3,X0.988038277511962.4,X0.978468899521531
1,0.992822966507177,0.983253588516746,0.9808612440191391,0.988038277511962,0.988038277511962,0.988038277511962,0.988038277511962,0.988038277511962,0.9784688995215308
