,X0.978468899521531,X0.9688995215311,X0.944976076555024,X0.9688995215311.1,X0.952153110047847,X0.95933014354067,X0.964114832535885,X0.973684210526316,X0.9688995215311.2
1,0.9784688995215308,0.9688995215310999,0.9449760765550241,0.9688995215310999,0.9521531100478471,0.95933014354067,0.9641148325358849,0.9736842105263158,0.9688995215310999
