,X0.976076555023923,X0.961722488038278,X0.940191387559809,X0.961722488038278.1,X0.954545454545455,X0.952153110047847,X0.952153110047847.1,X0.976076555023923.1,X0.971291866028708
1,0.9760765550239229,0.961722488038278,0.9401913875598091,0.961722488038278,0.954545454545455,0.9521531100478471,0.9521531100478471,0.9760765550239229,0.9712918660287081
