,X0.976076555023923,X0.9688995215311,X0.952153110047847,X0.966507177033493,X0.9688995215311.1,X0.954545454545455,X0.947368421052632,X0.976076555023923.1,X0.9688995215311.2
1,0.9760765550239229,0.9688995215310999,0.9521531100478471,0.9665071770334929,0.9688995215310999,0.954545454545455,0.9473684210526321,0.9760765550239229,0.9688995215310999
