,X0.676315789473684,X0.639473684210526,X0.676315789473684.1,X0.765789473684211,X0.7,X0.718421052631579,X0.686842105263158,X0.678947368421053,X0.692105263157895
1,0.676315789473684,0.639473684210526,0.676315789473684,0.7657894736842109,0.7,0.7184210526315791,0.6868421052631579,0.678947368421053,0.6921052631578951
