,X0.976076555023923,X0.973684210526316,X0.964114832535885,X0.973684210526316.1,X0.966507177033493,X0.964114832535885.1,X0.971291866028708,X0.973684210526316.2,X0.973684210526316.3
1,0.9760765550239229,0.9736842105263158,0.9641148325358849,0.9736842105263158,0.9665071770334929,0.9641148325358849,0.9712918660287081,0.9736842105263158,0.9736842105263158
