,X0.976076555023923,X0.964114832535885,X0.964114832535885.1,X0.956937799043062,X0.949760765550239,X0.947368421052632,X0.95933014354067,X0.973684210526316,X0.956937799043062.1
1,0.9760765550239229,0.9641148325358849,0.9641148325358849,0.956937799043062,0.9497607655502391,0.9473684210526321,0.95933014354067,0.9736842105263158,0.956937799043062
