,X0.973684210526316,X0.966507177033493,X0.966507177033493.1,X0.9688995215311,X0.961722488038278,X0.956937799043062,X0.973684210526316.1,X0.971291866028708,X0.973684210526316.2
1,0.9736842105263158,0.9665071770334929,0.9665071770334929,0.9688995215310999,0.961722488038278,0.956937799043062,0.9736842105263158,0.9712918660287081,0.9736842105263158
