,X0.973684210526316,X0.95933014354067,X0.964114832535885,X0.95933014354067.1,X0.949760765550239,X0.949760765550239.1,X0.961722488038278,X0.971291866028708,X0.956937799043062
1,0.9736842105263158,0.95933014354067,0.9641148325358849,0.95933014354067,0.9497607655502391,0.9497607655502391,0.961722488038278,0.9712918660287081,0.956937799043062
