,X0.976076555023923,X0.9688995215311,X0.966507177033493,X0.976076555023923.1,X0.964114832535885,X0.961722488038278,X0.9688995215311.1,X0.971291866028708,X0.973684210526316
1,0.9760765550239229,0.9688995215310999,0.9665071770334929,0.9760765550239229,0.9641148325358849,0.961722488038278,0.9688995215310999,0.9712918660287081,0.9736842105263158
