,X0.917159763313609,X0.908284023668639,X0.902366863905325,X0.908284023668639.1,X0.878698224852071,X0.892011834319527,X0.894970414201183,X0.917159763313609.1,X0.912721893491124
1,0.917159763313609,0.908284023668639,0.902366863905325,0.908284023668639,0.8786982248520709,0.892011834319527,0.8949704142011831,0.917159763313609,0.9127218934911241
