,X0.909763313609467,X0.914201183431953,X0.900887573964497,X0.900887573964497.1,X0.887573964497041,X0.892011834319527,X0.892011834319527.1,X0.923076923076923,X0.909763313609467.1
1,0.909763313609467,0.914201183431953,0.900887573964497,0.900887573964497,0.887573964497041,0.892011834319527,0.892011834319527,0.923076923076923,0.909763313609467
