,X0.690735694822888,X0.723433242506812,X0.731607629427793,X0.667574931880109,X0.667574931880109.1,X0.715258855585831,X0.711171662125341,X0.694822888283379,X0.727520435967302
1,0.6907356948228879,0.7234332425068121,0.731607629427793,0.667574931880109,0.667574931880109,0.7152588555858309,0.711171662125341,0.6948228882833791,0.727520435967302
