,X0.662125340599455,X0.671662125340599,X0.686648501362398,X0.628065395095368,X0.628065395095368.1,X0.668937329700273,X0.64441416893733,X0.64441416893733.1,X0.683923705722071
1,0.6621253405994549,0.671662125340599,0.686648501362398,0.628065395095368,0.628065395095368,0.668937329700273,0.64441416893733,0.64441416893733,0.6839237057220711
