,X0.815789473684211,X0.777511961722488,X0.789473684210526,X0.729665071770335,X0.758373205741627,X0.744019138755981,X0.770334928229665,X0.770334928229665.1,X0.748803827751196
1,0.815789473684211,0.7775119617224879,0.7894736842105259,0.729665071770335,0.758373205741627,0.744019138755981,0.770334928229665,0.770334928229665,0.7488038277511959
