,X0.950534759358289,X0.961229946524064,X0.941176470588235,X0.961229946524064.1,X0.953208556149733,X0.953208556149733.1,X0.966577540106952,X0.95855614973262,X0.943850267379679
1,0.9505347593582891,0.9612299465240641,0.941176470588235,0.9612299465240641,0.9532085561497329,0.9532085561497329,0.9665775401069521,0.9585561497326199,0.943850267379679
