,X0.950534759358289,X0.962566844919786,X0.939839572192513,X0.957219251336898,X0.954545454545455,X0.954545454545455.1,X0.96524064171123,X0.955882352941177,X0.949197860962567
1,0.9505347593582891,0.9625668449197858,0.9398395721925129,0.9572192513368979,0.954545454545455,0.954545454545455,0.96524064171123,0.9558823529411771,0.9491978609625671
