,X0.949197860962567,X0.959893048128342,X0.934491978609626,X0.943850267379679,X0.945187165775401,X0.943850267379679.1,X0.947860962566845,X0.951871657754011,X0.931818181818182
1,0.9491978609625671,0.9598930481283421,0.934491978609626,0.943850267379679,0.9451871657754009,0.943850267379679,0.9478609625668449,0.9518716577540111,0.931818181818182
