,0
0,0.9656716417910448
1,0.9611940298507464
2,0.9417910447761194
3,0.9507462686567164
4,0.971641791044776
5,0.953731343283582
6,0.9611940298507464
7,0.9582089552238806
8,0.9432835820895522
