,X0.625373134328358,X0.649253731343284,X0.608955223880597,X0.649253731343284.1,X0.650746268656716,X0.638805970149254,X0.644776119402985,X0.650746268656716.1,X0.67910447761194
1,0.6253731343283578,0.6492537313432839,0.6089552238805971,0.6492537313432839,0.650746268656716,0.638805970149254,0.644776119402985,0.650746268656716,0.6791044776119399
