,X0.894970414201183,X0.900887573964497,X0.877218934911243,X0.892011834319527,X0.878698224852071,X0.866863905325444,X0.866863905325444.1,X0.880177514792899,X0.868343195266272
1,0.8949704142011831,0.900887573964497,0.8772189349112429,0.892011834319527,0.8786982248520709,0.866863905325444,0.866863905325444,0.8801775147928991,0.868343195266272
