,0
0,0.8888888888888888
1,0.8845029239766082
2,0.8918128654970761
3,0.9210526315789472
4,0.9181286549707602
5,0.8961988304093568
6,0.9093567251461988
7,0.9064327485380116
8,0.9269005847953216
