,X0.747076023391813,X0.707602339181287,X0.717836257309941,X0.755847953216374,X0.748538011695906,X0.738304093567251,X0.747076023391813.1,X0.717836257309941.1,X0.728070175438597
1,0.747076023391813,0.707602339181287,0.7178362573099409,0.7558479532163741,0.748538011695906,0.738304093567251,0.747076023391813,0.7178362573099409,0.7280701754385971
