,X0.738304093567251,X0.673976608187134,X0.695906432748538,X0.754385964912281,X0.739766081871345,X0.728070175438597,X0.72953216374269,X0.698830409356725,X0.695906432748538.1
1,0.738304093567251,0.673976608187134,0.6959064327485379,0.7543859649122809,0.7397660818713451,0.7280701754385971,0.7295321637426899,0.6988304093567249,0.6959064327485379
