,X0.655325443786982,X0.655325443786982.1,X0.662721893491124,X0.622781065088757,X0.644970414201183,X0.615384615384615,X0.616863905325444,X0.646449704142012,X0.634615384615385
1,0.6553254437869821,0.6553254437869821,0.662721893491124,0.6227810650887571,0.644970414201183,0.615384615384615,0.616863905325444,0.6464497041420121,0.634615384615385
