,X0.804093567251462,X0.758771929824561,X0.763157894736842,X0.823099415204678,X0.815789473684211,X0.789473684210526,X0.804093567251462.1,X0.758771929824561.1,X0.782163742690059
1,0.8040935672514621,0.7587719298245609,0.763157894736842,0.823099415204678,0.815789473684211,0.7894736842105259,0.8040935672514621,0.7587719298245609,0.7821637426900591
