,X0.900887573964497,X0.908284023668639,X0.886094674556213,X0.899408284023669,X0.903846153846154,X0.902366863905325,X0.903846153846154.1,X0.914201183431953,X0.902366863905325.1
1,0.900887573964497,0.908284023668639,0.886094674556213,0.899408284023669,0.9038461538461541,0.902366863905325,0.9038461538461541,0.914201183431953,0.902366863905325
