,X0.936390532544379,X0.936390532544379.1,X0.914201183431953,X0.942307692307692,X0.918639053254438,X0.924556213017751,X0.918639053254438.1,X0.93491124260355,X0.923076923076923
1,0.9363905325443791,0.9363905325443791,0.914201183431953,0.9423076923076921,0.9186390532544381,0.9245562130177509,0.9186390532544381,0.9349112426035501,0.923076923076923
