,X0.924556213017751,X0.927514792899408,X0.908284023668639,X0.924556213017751.1,X0.912721893491124,X0.92603550295858,X0.915680473372781,X0.92603550295858.1,X0.920118343195266
1,0.9245562130177509,0.9275147928994079,0.908284023668639,0.9245562130177509,0.9127218934911241,0.92603550295858,0.9156804733727808,0.92603550295858,0.920118343195266
