,X0.939349112426035,X0.937869822485207,X0.917159763313609,X0.939349112426035.1,X0.92603550295858,X0.917159763313609.1,X0.918639053254438,X0.936390532544379,X0.923076923076923
1,0.9393491124260351,0.937869822485207,0.917159763313609,0.9393491124260351,0.92603550295858,0.917159763313609,0.9186390532544381,0.9363905325443791,0.923076923076923
