,X0.629186602870813,X0.607655502392344,X0.61244019138756,X0.552631578947368,X0.593301435406699,X0.576555023923445,X0.614832535885168,X0.607655502392344.1,X0.552631578947368.1
1,0.629186602870813,0.607655502392344,0.6124401913875601,0.5526315789473679,0.593301435406699,0.5765550239234449,0.614832535885168,0.607655502392344,0.5526315789473679
