,X0.617224880382775,X0.617224880382775.1,X0.588516746411483,X0.555023923444976,X0.57177033492823,X0.576555023923445,X0.598086124401914,X0.617224880382775.2,X0.576555023923445.1
1,0.617224880382775,0.617224880382775,0.5885167464114829,0.5550239234449761,0.5717703349282299,0.5765550239234449,0.598086124401914,0.617224880382775,0.5765550239234449
