,X0.922459893048128,X0.934491978609626,X0.907754010695187,X0.909090909090909,X0.92379679144385,X0.929144385026738,X0.927807486631016,X0.933155080213904,X0.918449197860963
1,0.9224598930481279,0.934491978609626,0.907754010695187,0.9090909090909091,0.92379679144385,0.9291443850267379,0.927807486631016,0.933155080213904,0.918449197860963
