,X0.927807486631016,X0.933155080213904,X0.905080213903743,X0.919786096256685,X0.933155080213904.1,X0.934491978609626,X0.937165775401069,X0.937165775401069.1,X0.918449197860963
1,0.927807486631016,0.933155080213904,0.9050802139037428,0.9197860962566851,0.933155080213904,0.934491978609626,0.937165775401069,0.937165775401069,0.918449197860963
