,X0.922459893048128,X0.931818181818182,X0.910427807486631,X0.909090909090909,X0.934491978609626,X0.937165775401069,X0.937165775401069.1,X0.931818181818182.1,X0.929144385026738
1,0.9224598930481279,0.931818181818182,0.910427807486631,0.9090909090909091,0.934491978609626,0.937165775401069,0.937165775401069,0.931818181818182,0.9291443850267379
