,X0.927807486631016,X0.937165775401069,X0.906417112299465,X0.92379679144385,X0.937165775401069.1,X0.938502673796791,X0.938502673796791.1,X0.934491978609626,X0.927807486631016.1
1,0.927807486631016,0.937165775401069,0.906417112299465,0.92379679144385,0.937165775401069,0.9385026737967909,0.9385026737967909,0.934491978609626,0.927807486631016
