,X0.868983957219251,X0.886363636363636,X0.844919786096257,X0.8475935828877,X0.868983957219251.1,X0.856951871657754,X0.878342245989305,X0.872994652406417,X0.856951871657754.1
1,0.8689839572192509,0.8863636363636359,0.8449197860962572,0.8475935828876999,0.8689839572192509,0.856951871657754,0.8783422459893051,0.8729946524064169,0.856951871657754
