,0
0,0.9866310160427808
1,0.9946524064171124
2,0.9933155080213903
3,0.9852941176470588
4,0.9933155080213903
5,0.9959893048128342
6,0.9893048128342246
7,0.9745989304812834
8,0.9839572192513371
