,X0.856951871657754,X0.882352941176471,X0.844919786096257,X0.839572192513369,X0.862299465240642,X0.843582887700535,X0.86096256684492,X0.868983957219251,X0.850267379679144
1,0.856951871657754,0.882352941176471,0.8449197860962572,0.839572192513369,0.8622994652406422,0.843582887700535,0.8609625668449201,0.8689839572192509,0.850267379679144
