,X0.872994652406417,X0.893048128342246,X0.844919786096257,X0.839572192513369,X0.867647058823529,X0.848930481283422,X0.872994652406417.1,X0.871657754010695,X0.856951871657754
1,0.8729946524064169,0.893048128342246,0.8449197860962572,0.839572192513369,0.867647058823529,0.848930481283422,0.8729946524064169,0.8716577540106949,0.856951871657754
