,X0.776595744680851,X0.826241134751773,X0.773049645390071,X0.734042553191489,X0.773049645390071.1,X0.783687943262411,X0.804964539007092,X0.74822695035461,X0.797872340425532
1,0.7765957446808509,0.8262411347517729,0.7730496453900709,0.734042553191489,0.7730496453900709,0.7836879432624109,0.804964539007092,0.74822695035461,0.797872340425532
