,X0.822695035460993,X0.822695035460993.1,X0.769503546099291,X0.762411347517731,X0.826241134751773,X0.804964539007092,X0.826241134751773.1,X0.787234042553192,X0.843971631205674
1,0.8226950354609929,0.8226950354609929,0.7695035460992908,0.7624113475177309,0.8262411347517729,0.804964539007092,0.8262411347517729,0.7872340425531921,0.8439716312056741
