,X0.797872340425532,X0.812056737588652,X0.765957446808511,X0.765957446808511.1,X0.815602836879433,X0.822695035460993,X0.815602836879433.1,X0.773049645390071,X0.815602836879433.2
1,0.797872340425532,0.8120567375886519,0.765957446808511,0.765957446808511,0.8156028368794329,0.8226950354609929,0.8156028368794329,0.7730496453900709,0.8156028368794329
