,X0.897163120567376,X0.882978723404255,X0.893617021276596,X0.893617021276596.1,X0.872340425531915,X0.890070921985816,X0.872340425531915.1,X0.872340425531915.2,X0.921985815602837
1,0.897163120567376,0.8829787234042551,0.8936170212765959,0.8936170212765959,0.8723404255319149,0.8900709219858159,0.8723404255319149,0.8723404255319149,0.9219858156028371
